type,price,direction,formation_time,breakout_time,retest_time,touch_time_utc,entry_price,is_spike,is_swing,hours_breakout_to_retest,level_age_hours,breakout_range_ratio,breakout_body_ratio,prior_touches_2yr,prior_touches_all,confluence_count,vol_spike_z_10s,same_side_vol_ratio_10s,momentum_pts_10s,trades_count_10s,upticks_10s,downticks_10s,cum_delta_10s,range_compression_10s,vol_spike_z_30s,same_side_vol_ratio_30s,momentum_pts_30s,trades_count_30s,upticks_30s,downticks_30s,cum_delta_30s,range_compression_30s,vol_spike_z_60s,same_side_vol_ratio_60s,momentum_pts_60s,trades_count_60s,upticks_60s,downticks_60s,cum_delta_60s,range_compression_60s,vol_spike_z_120s,same_side_vol_ratio_120s,momentum_pts_120s,trades_count_120s,upticks_120s,downticks_120s,cum_delta_120s,range_compression_120s,vol_spike_z_300s,same_side_vol_ratio_300s,momentum_pts_300s,trades_count_300s,upticks_300s,downticks_300s,cum_delta_300s,range_compression_300s,preconsolidation_secs_30s,mfe_5m,mae_before_peak_5m,time_to_peak_s_5m,mfe_15m,mae_before_peak_15m,time_to_peak_s_15m,mfe_30m,mae_before_peak_30m,time_to_peak_s_30m,mfe_60m,mae_before_peak_60m,time_to_peak_s_60m,quality_30m
LHPB,7755.75,1,2026-08-04 16:00:00,2026-08-04 17:00:00,2026-08-05 15:00:00,2026-08-05 15:56:21,7755.75,False,False,22.0,23.0,2.110912343470483,0.4406779661016949,0,0,0,9.447270554701822,0.7507619370132069,-3.25,1787.0,4,5,-1481.0,1.862527716186253,4.152386821415771,0.7156612857547437,-3.0,2247.0,13,15,-1523.0,1.2269031781226905,2.5591526052182365,0.6932140519310496,-4.5,3017.0,27,30,-1771.0,1.0273466371027349,1.5744793730835647,0.6115020297699594,-7.5,4902.0,63,53,-1648.0,0.9793052475979306,1.5202797202797202,0.5437767699672461,-5.75,11078.0,159,130,-1390.0,0.9963045084996305,0,7.25,1.25,167,7.25,1.25,167,14.25,5.25,1537,18.0,5.25,2026,9.0
LHPB,7757.5,1,2026-08-06 01:00:00,2026-08-06 02:00:00,2026-08-06 06:00:00,2026-08-06 06:13:44,7757.5,True,False,4.0,5.0,0.8234362628661916,0.7692307692307693,7,7,0,1.3168162737997244,0.8478260869565217,-0.75,41.0,0,4,-32.0,1.2040133779264213,0.24261639315008357,0.6666666666666666,-0.75,61.0,4,6,-22.0,1.0033444816053512,1.6642621378516322,0.7339901477832512,-1.75,175.0,12,15,-95.0,1.4046822742474916,1.8404814753171026,0.7117346938775511,-2.75,324.0,20,33,-166.0,1.354515050167224,1.255813953488372,0.665266106442577,-4.0,568.0,48,61,-236.0,1.117056856187291,30,0.0,0.0,1,4.0,3.5,884,4.0,3.5,884,6.5,3.5,3552,0.5
LHPB,7741.25,1,2026-08-04 15:00:00,2026-08-04 16:00:00,2026-08-06 13:00:00,2026-08-06 13:33:07,7741.25,False,False,45.0,46.0,1.722488038277512,0.8333333333333334,0,0,0,1.3707586750066,0.6357733175914995,-3.0,1334.0,1,9,-460.0,1.7740712661106899,1.3802672484681389,0.622113365990203,-6.25,3237.0,7,23,-1047.0,1.5466262319939348,1.3000824204883878,0.5871890707565408,-7.0,6029.0,23,33,-1353.0,1.5693707354056106,1.2808685021236936,0.5538522012578616,-10.5,12094.0,47,66,-1644.0,1.6451857467778621,1.018019454632435,0.5261118108710396,-10.25,25044.0,125,146,-1617.0,1.3874147081122061,5,18.0,1.0,269,24.25,1.0,898,24.5,1.0,964,27.25,1.0,2777,23.5
LLPB,7775.75,-1,2026-08-04 23:00:00,2026-08-05 15:00:00,2026-08-07 12:00:00,2026-08-07 12:39:43,7775.75,False,False,45.0,61.0,2.5851528384279474,0.7702702702702703,5,5,0,-0.1749544321797091,0.6724137931034483,-1.0,348.0,9,1,-140.0,0.7655081390233172,-0.27513189725262815,0.6147959183673469,-2.0,942.0,18,10,-270.0,0.6599208095028596,-0.5380063037610073,0.5477959385834572,-1.75,1631.0,26,27,-193.0,0.6071271447426309,-0.737092097396007,0.5319410319410319,-2.5,3124.0,61,50,-260.0,0.6137263528376595,-0.9806256947752898,0.5296747194217234,-8.75,7762.0,163,124,-624.0,0.6555213374395072,20,3.25,0.75,85,4.25,0.75,307,12.5,3.25,1780,22.5,3.25,2963,9.25
LLPB,7776.0,-1,2026-08-05 14:00:00,2026-08-05 15:00:00,2026-08-07 12:00:00,2026-08-07 12:39:51,7776.0,False,False,45.0,46.0,2.5851528384279474,0.7702702702702703,7,7,0,-0.4104274222077276,0.6614906832298136,-0.5,281.0,8,2,-104.0,0.6221821460775473,-0.5661385993581624,0.6359026369168357,-2.0,811.0,20,8,-268.0,0.6221821460775473,-0.5903923148594652,0.5648854961832062,-3.25,1605.0,30,24,-255.0,0.6266907123534716,-0.9555806428714488,0.5541333333333334,-4.25,2927.0,64,47,-406.0,0.6199278629395851,-1.0048050267972648,0.530620043947645,-9.25,7730.0,167,121,-641.0,0.6672678088367899,26,4.5,0.5,299,4.5,0.5,299,12.75,3.0,1772,22.75,3.0,2955,9.75
LHPB,7743.75,1,2026-08-07 07:00:00,2026-08-07 08:00:00,2026-08-07 14:00:00,2026-08-07 14:12:11,7743.75,False,False,6.0,7.0,0.5338417540514776,0.6785714285714286,5,5,1,4.950533581960749,0.6565510597302505,-3.75,1638.0,0,10,-650.0,0.9874152952565344,2.9562074961801446,0.6327769347496206,-6.25,3223.0,8,22,-1050.0,0.9293320425943853,1.8057492649972056,0.5925925925925926,-10.0,4886.0,21,39,-1095.0,0.9486931268151017,1.4297633694630958,0.5975257359581001,-9.0,8845.0,44,75,-2160.0,0.9656340755082286,-0.676923076923077,0.5739876427968174,-11.5,18260.0,125,173,-3329.0,0.9515972894482091,5,11.75,0.25,297,32.5,0.25,835,37.5,0.25,1073,38.0,0.25,3551,37.25
LHPB,7772.25,1,2026-08-07 17:00:00,2026-08-07 19:00:00,2026-08-09 22:00:00,2026-08-09 22:04:01,7772.25,False,False,51.0,53.0,1.5846994535519126,0.632183908045977,15,15,0,0.038889245290129146,0.6875,-0.25,29.0,3,2,-12.0,1.437125748502994,0.3570369004852005,0.5407407407407407,-1.25,113.0,8,4,-11.0,1.157684630738523,0.42498763692623137,0.5615942028985508,-1.5,248.0,17,20,-34.0,1.536926147704591,0.5658098385683394,0.5805309734513274,-2.75,479.0,35,43,-91.0,1.7764471057884232,1.0100896860986548,0.5856107083100948,-4.75,1388.0,80,90,-307.0,2.0119760479041915,30,1.25,1.75,27,1.5,2.75,378,1.5,2.75,378,1.5,2.75,378,-1.25
LHPB,7770.25,1,2026-08-07 18:00:00,2026-08-07 19:00:00,2026-08-09 22:00:00,2026-08-09 22:05:17,7770.25,True,False,51.0,52.0,1.5846994535519126,0.632183908045977,17,17,0,0.358167659413283,0.7142857142857143,-1.75,58.0,1,6,-27.0,1.282894736842105,0.20760933020863773,0.5684931506849316,-1.75,127.0,5,12,-20.0,1.0526315789473684,0.28876090922410225,0.5689655172413793,-2.0,248.0,12,24,-40.0,1.2171052631578947,0.529128083922916,0.5608308605341247,-3.25,564.0,29,43,-82.0,1.258223684210526,1.019108280254777,0.5703703703703704,-5.5,1336.0,90,110,-228.0,1.6151315789473684,12,2.75,0.75,194,3.5,0.75,302,3.5,0.75,302,3.5,0.75,302,2.75
LLPB,7792.5,-1,2026-08-05 11:00:00,2026-08-05 14:00:00,2026-08-10 06:00:00,2026-08-10 06:10:30,7792.5,False,False,112.0,115.0,3.250950570342205,0.7602339181286549,8,8,1,8.53886647452699,0.8909090909090909,-0.5,57.0,4,2,-86.0,2.488479262672811,3.918930747242315,0.8872180451127819,-0.5,78.0,9,2,-103.0,1.3824884792626728,2.3256391244644945,0.7674418604651163,-0.75,112.0,10,7,-92.0,1.1981566820276497,1.673283698639023,0.6818181818181818,-1.0,210.0,21,14,-104.0,1.2211981566820276,0.005917159763313609,0.6545893719806763,-1.5,328.0,39,27,-128.0,0.8571428571428571,30,1.25,0.5,236,6.0,0.5,875,8.25,0.5,1230,8.25,0.5,1230,7.75
LLPB,7795.0,-1,2026-08-05 13:00:00,2026-08-05 14:00:00,2026-08-10 07:00:00,2026-08-10 07:45:12,7795.0,False,False,113.0,114.0,3.250950570342205,0.7602339181286549,7,7,0,10.384526123989057,0.5258855585831063,-0.75,243.0,2,1,-19.0,1.9014084507042255,5.907602357286093,0.5482233502538071,-1.25,267.0,7,1,-38.0,1.056338028169014,4.316547003512061,0.5607064017660044,-1.75,316.0,15,2,-55.0,1.056338028169014,5.745504766147093,0.5729813664596274,-1.5,477.0,27,10,-94.0,1.0211267605633803,19.62857142857143,0.5339403973509934,-1.5,927.0,57,31,-82.0,0.9014084507042254,30,5.25,1.5,284,5.5,1.5,331,5.75,1.5,1618,6.25,1.5,2224,4.25
LLPB,7788.5,-1,2026-08-10 09:00:00,2026-08-10 10:00:00,2026-08-10 14:00:00,2026-08-10 14:10:38,7788.5,False,False,4.0,5.0,0.5938494167550371,0.5,14,14,0,-0.7444315949205603,0.7711442786069652,-0.75,160.0,7,2,-109.0,0.7349081364829396,-0.12598644414141338,0.6074856046065259,-1.5,804.0,19,10,-224.0,0.8223972003499562,-0.5244755407923218,0.6252091466815394,-1.75,1433.0,37,18,-449.0,0.7699037620297462,-0.7748428468330826,0.5886131386861314,-2.75,2729.0,66,42,-607.0,0.8223972003499562,-0.9825145711906744,0.5699082984263557,-5.25,6900.0,167,105,-1235.0,0.8538932633420823,30,3.25,0.25,68,4.5,2.5,884,4.5,2.5,884,9.25,9.5,2992,2.0
LHPB,7781.25,1,2026-08-11 00:00:00,2026-08-11 01:00:00,2026-08-11 05:00:00,2026-08-11 05:51:49,7781.25,False,False,4.0,5.0,0.8085612366230678,0.4411764705882353,27,27,0,1.5353743046520272,0.6744186046511628,-0.25,29.0,2,1,-15.0,1.218274111675127,1.6837301041479757,0.6,-0.75,74.0,5,8,-20.0,2.030456852791878,1.5162382245154529,0.5192307692307693,-1.0,122.0,11,11,-6.0,1.6751269035532999,1.3985857667141652,0.508833922261484,-0.5,226.0,21,15,-5.0,1.3451776649746194,1.157996146435453,0.580029368575624,-3.75,564.0,42,51,-109.0,1.380710659898477,30,0.75,0.75,118,2.5,1.25,734,3.25,1.25,1287,3.25,1.25,1287,2.0
LHPB,7774.0,1,2026-08-10 23:00:00,2026-08-11 00:00:00,2026-08-11 06:00:00,2026-08-11 06:32:18,7774.0,False,False,6.0,7.0,1.296518607442977,0.6666666666666666,28,28,0,2.8505335922275026,0.6301369863013698,-1.0,66.0,2,5,-19.0,2.1052631578947367,2.9634572665048275,0.609375,-2.25,175.0,6,14,-42.0,2.0467836257309946,1.8173498806272528,0.583941605839416,-2.25,246.0,14,23,-46.0,1.6666666666666667,1.9501751800022569,0.5401606425702812,-2.0,435.0,31,36,-40.0,1.4766081871345031,1.063953488372093,0.5422993492407809,-2.5,797.0,62,73,-78.0,1.1871345029239766,23,1.0,0.25,7,4.75,3.5,509,4.75,3.5,509,4.75,3.5,509,1.25
LLPB,7786.75,-1,2026-08-11 04:00:00,2026-08-11 05:00:00,2026-08-11 10:00:00,2026-08-11 10:28:22,7786.75,True,False,5.0,6.0,0.8219178082191781,0.7878787878787878,24,24,0,0.2466935014657579,0.7195121951219512,-0.5,70.0,5,3,-36.0,1.5568862275449102,0.03897396434458549,0.5642458100558659,-0.75,153.0,12,9,-23.0,1.2774451097804391,-0.023636016366449207,0.6029850746268657,-1.5,284.0,24,16,-69.0,1.217564870259481,-0.3159787989028333,0.5401869158878505,-2.75,459.0,43,29,-43.0,1.0978043912175648,1.1798561151079137,0.5463752665245203,-4.5,1613.0,107,75,-174.0,1.25748502994012,30,4.25,1.0,244,4.5,1.0,720,4.5,1.0,720,4.5,1.0,720,3.5
LHPB,7740.0,1,2026-08-07 06:00:00,2026-08-07 07:00:00,2026-08-11 18:00:00,2026-08-11 18:29:54,7740.0,False,False,107.0,108.0,0.5735430157261795,0.2903225806451613,13,13,0,12.369474997906602,0.7016384018396091,-4.25,2154.0,3,7,-1403.0,2.513781697905182,5.8347479516061505,0.6683963429701013,-4.0,2599.0,10,15,-1363.0,1.5214994487320836,4.641829500953413,0.6381801962533452,-4.5,3743.0,25,29,-1549.0,1.3561190738699007,3.836574913249278,0.6281362988933932,-6.75,6297.0,54,59,-2339.0,1.3120176405733186,2.824822455191072,0.5908682634730539,-10.25,9744.0,143,122,-2428.0,1.0804851157662623,0,6.25,1.0,201,7.75,1.0,452,10.25,1.0,1391,12.5,1.0,3547,9.25
LLPB,7762.25,-1,2026-08-11 15:00:00,2026-08-11 16:00:00,2026-08-12 08:00:00,2026-08-12 08:03:33,7762.25,False,False,16.0,17.0,1.3592233009708736,0.625,32,32,0,1.9384004874391008,0.675,-1.0,75.0,4,2,-28.0,2.340425531914894,0.9224854153275922,0.6906474820143885,-0.75,126.0,9,5,-53.0,1.6312056737588654,0.3847396659932001,0.6971153846153846,-1.5,187.0,17,7,-82.0,1.3475177304964538,0.3144632045357743,0.6632653061224489,-2.25,355.0,30,17,-128.0,1.2943262411347518,1.0951188986232792,0.5704,-4.5,1079.0,77,54,-176.0,1.5390070921985817,30,1.5,0.5,146,1.75,0.5,443,3.25,0.75,1762,4.25,0.75,1870,2.5
LLPB,7770.0,-1,2026-08-11 08:00:00,2026-08-11 15:00:00,2026-08-12 09:00:00,2026-08-12 09:23:56,7770.0,False,True,18.0,25.0,2.142857142857143,0.7586206896551724,30,30,0,2.4843460668162627,0.5853658536585366,-0.75,163.0,5,4,-35.0,4.175824175824175,4.1298365086235584,0.644918444165621,-3.75,644.0,22,6,-231.0,4.615384615384616,3.071291094357796,0.6325991189427312,-3.5,930.0,35,15,-301.0,3.626373626373626,2.096447109096141,0.6353591160220995,-5.0,1175.0,48,27,-392.0,2.600732600732601,1.087102177554439,0.6102409638554217,-4.75,1354.0,65,41,-366.0,1.3553113553113554,15,2.25,3.75,294,2.5,3.75,304,4.25,3.75,1723,5.25,3.75,1872,0.5
LLPB,7771.5,-1,2026-08-11 09:00:00,2026-08-11 15:00:00,2026-08-12 09:00:00,2026-08-12 09:24:17,7771.5,False,False,18.0,24.0,2.142857142857143,0.7586206896551724,34,34,0,3.405134013766226,0.6486486486486487,-2.0,234.0,7,2,-88.0,5.175718849840257,3.0360637359015867,0.5778097982708934,-2.25,548.0,14,13,-108.0,4.15335463258786,2.9699349558142667,0.613548883756736,-5.25,1041.0,32,18,-295.0,3.6421725239616616,2.1684668189497116,0.6226315789473684,-7.0,1526.0,54,35,-466.0,2.9233226837060706,1.1344639612356149,0.6028999064546305,-6.75,1730.0,72,49,-440.0,1.4504792332268373,10,4.0,2.25,283,4.0,2.25,283,6.0,2.25,1788,6.75,2.25,1851,3.75
LLPB,7771.75,-1,2026-08-11 13:00:00,2026-08-11 15:00:00,2026-08-12 09:00:00,2026-08-12 09:24:17,7771.75,False,True,18.0,20.0,2.142857142857143,0.7586206896551724,35,35,0,3.405134013766226,0.6486486486486487,-2.0,234.0,7,2,-88.0,5.175718849840257,3.0360637359015867,0.5778097982708934,-2.25,548.0,14,13,-108.0,4.15335463258786,2.9699349558142667,0.613548883756736,-5.25,1041.0,32,18,-295.0,3.6421725239616616,2.1684668189497116,0.6226315789473684,-7.0,1526.0,54,35,-466.0,2.9233226837060706,1.1344639612356149,0.6028999064546305,-6.75,1730.0,72,49,-440.0,1.4504792332268373,7,4.25,2.0,283,4.25,2.0,283,6.25,2.0,1788,7.0,2.0,1851,4.25
LLPB,7778.0,-1,2026-08-11 14:00:00,2026-08-11 15:00:00,2026-08-12 12:00:00,2026-08-12 12:29:22,7778.0,False,False,21.0,22.0,2.142857142857143,0.7586206896551724,38,38,0,10.63261906791829,0.6194144838212635,-1.75,443.0,4,6,-155.0,3.463687150837989,6.386385595774274,0.568609022556391,-2.25,795.0,9,18,-146.0,2.6815642458100557,3.618295874189364,0.5699685534591195,-2.5,957.0,20,27,-178.0,1.899441340782123,3.130795002390409,0.5402242808386153,-3.0,1605.0,41,51,-165.0,1.759776536312849,1.8496605237633366,0.527718223583461,-5.75,2615.0,99,96,-181.0,1.2998137802607077,1,17.5,10.0,50,17.5,10.0,50,17.5,10.0,50,17.5,10.0,50,7.5
LHPB,7806.5,1,2026-08-14 19:00:00,2026-08-16 22:00:00,2026-08-17 02:00:00,2026-08-17 02:03:54,7806.5,True,False,4.0,55.0,0.9897610921501706,0.1379310344827586,8,8,0,1.2848270789778757,0.7619047619047619,-0.25,15.0,1,1,-11.0,1.2413793103448276,1.7771317226833236,0.6984126984126984,-0.25,52.0,2,5,-25.0,1.379310344827586,1.3122655261874243,0.6741573033707865,-0.75,78.0,5,10,-31.0,1.379310344827586,1.6809002711481347,0.56353591160221,-0.5,165.0,17,16,-23.0,1.4482758620689655,0.6,0.5355805243445693,-1.0,247.0,27,30,-19.0,0.9793103448275862,30,0.75,0.25,98,2.0,0.25,850,3.75,0.25,1200,3.75,0.25,1200,3.5
LHPB,7806.25,1,2026-08-14 20:00:00,2026-08-16 22:00:00,2026-08-17 02:00:00,2026-08-17 02:05:18,7806.25,False,False,4.0,54.0,0.9897610921501706,0.1379310344827586,10,10,0,1.118090029946239,0.7222222222222222,-0.25,17.0,1,2,-8.0,2.238805970149254,0.9963354036958895,0.775,-0.25,39.0,1,4,-22.0,1.1940298507462688,-0.08040634147810582,0.723404255319149,-0.25,46.0,3,7,-21.0,0.9701492537313433,1.4630280340772495,0.6928571428571428,-0.75,127.0,8,17,-54.0,1.1567164179104479,1.0522875816993464,0.5617283950617284,-1.0,304.0,30,38,-40.0,1.2686567164179103,30,1.5,0.0,255,2.25,0.0,766,4.0,0.0,1116,4.0,0.0,1116,4.0
LLPB,7818.0,-1,2026-08-13 19:00:00,2026-08-14 14:00:00,2026-08-17 06:00:00,2026-08-17 06:00:02,7818.0,False,False,64.0,83.0,3.142329020332717,0.7647058823529411,7,7,0,6.433877861548033,0.9468085106382979,-0.25,73.0,4,1,-84.0,3.962264150943396,3.1550434015542907,0.94,-0.5,76.0,5,2,-88.0,1.6981132075471697,2.4803787617546114,0.896551724137931,-0.5,112.0,9,4,-115.0,1.6037735849056602,1.3361919164667941,0.8670212765957447,-0.75,152.0,16,6,-138.0,1.2735849056603774,0.20689655172413793,0.8161290322580645,-1.0,259.0,29,10,-196.0,0.9622641509433963,30,1.25,0.0,10,1.25,0.0,10,1.75,1.25,1019,1.75,1.25,1019,0.5
LLPB,7818.5,-1,2026-08-13 20:00:00,2026-08-14 14:00:00,2026-08-17 06:00:00,2026-08-17 06:03:00,7818.5,False,False,64.0,82.0,3.142329020332717,0.7647058823529411,8,8,0,1.2178727721555944,0.525,-0.25,32.0,2,1,-2.0,2.027027027027027,1.168811455530461,0.43010752688172044,-0.25,65.0,5,2,13.0,1.2162162162162162,1.9561051989960214,0.5919282511210763,-0.0,162.0,12,10,-41.0,1.9594594594594594,1.2504578998209728,0.6644295302013423,-1.25,225.0,21,12,-98.0,1.4189189189189189,1.0597014925373134,0.6967340590979783,-1.5,515.0,54,30,-253.0,1.4864864864864864,30,0.75,0.0,6,2.25,0.75,841,2.25,0.75,841,2.25,0.75,841,1.5
LLPB,7819.25,-1,2026-08-14 13:00:00,2026-08-14 14:00:00,2026-08-17 06:00:00,2026-08-17 06:05:32,7819.25,False,False,64.0,65.0,3.142329020332717,0.7647058823529411,11,11,0,2.0437842797408337,0.6557377049180327,-0.25,51.0,3,1,-19.0,1.6483516483516483,0.5425081164325988,0.6052631578947368,-0.0,64.0,4,4,-16.0,1.0989010989010988,0.7302910241126822,0.6298701298701299,-0.25,132.0,8,8,-40.0,1.0439560439560438,1.0932260596080206,0.632398753894081,-1.0,261.0,17,14,-85.0,1.1263736263736264,1.4453781512605042,0.6201117318435754,-1.75,566.0,45,38,-172.0,1.1978021978021978,30,1.0,0.0,178,3.0,0.0,689,3.0,0.0,689,3.0,0.0,689,3.0
LHPB,7810.25,1,2026-08-17 02:00:00,2026-08-17 03:00:00,2026-08-17 12:00:00,2026-08-17 12:04:40,7810.25,False,False,9.0,10.0,0.6178861788617886,0.8421052631578947,14,14,0,0.9883019072152087,0.4731182795698925,-0.5,74.0,6,2,5.0,2.0886075949367093,1.8252551863379063,0.6375404530744336,-1.25,237.0,7,14,-85.0,2.1518987341772156,2.504896623050127,0.7074380165289256,-2.25,395.0,10,20,-251.0,1.5189873417721522,1.7518475049621844,0.7158469945355191,-3.25,575.0,21,37,-395.0,1.3765822784810127,1.0495575221238937,0.6300940438871473,-3.0,1343.0,51,77,-498.0,1.2151898734177216,29,2.5,1.0,296,4.25,1.0,591,4.75,1.0,971,4.75,1.0,971,3.75
LHPB,7796.0,1,2026-08-11 11:00:00,2026-08-13 13:00:00,2026-08-17 13:00:00,2026-08-17 13:35:00,7796.0,False,True,96.0,146.0,4.292101341281669,0.8958333333333334,11,11,0,1.177154851440218,0.6497109826589595,-1.5,1260.0,4,6,-518.0,1.3224489795918368,0.633516690810112,0.5854234287400413,-3.5,2588.0,12,17,-579.0,1.2571428571428573,0.6629838787150824,0.5605339880313027,-5.5,5182.0,25,34,-789.0,1.3306122448979594,0.5261684752068745,0.5499304589707927,-5.75,8834.0,46,72,-1077.0,1.310204081632653,1.0166030333812042,0.5197571063979582,-9.5,25890.0,138,159,-1347.0,1.4008163265306124,25,4.5,1.0,76,6.0,2.75,894,6.0,2.75,894,6.0,2.75,894,3.25
LHPB,7795.25,1,2026-08-11 12:00:00,2026-08-13 13:00:00,2026-08-17 13:00:00,2026-08-17 13:35:00,7795.25,False,False,96.0,145.0,4.292101341281669,0.8958333333333334,12,12,1,1.177154851440218,0.6497109826589595,-1.5,1260.0,4,6,-518.0,1.3224489795918368,0.633516690810112,0.5854234287400413,-3.5,2588.0,12,17,-579.0,1.2571428571428573,0.6629838787150824,0.5605339880313027,-5.5,5182.0,25,34,-789.0,1.3306122448979594,0.5261684752068745,0.5499304589707927,-5.75,8834.0,46,72,-1077.0,1.310204081632653,1.0166030333812042,0.5197571063979582,-9.5,25890.0,138,159,-1347.0,1.4008163265306124,15,5.25,0.25,76,6.75,2.0,894,6.75,2.0,894,6.75,2.0,894,4.75
LHPB,7794.0,1,2026-08-12 13:00:00,2026-08-13 13:00:00,2026-08-17 13:00:00,2026-08-17 13:46:35,7794.0,False,True,96.0,120.0,4.292101341281669,0.8958333333333334,16,16,1,3.580416796901943,0.6027027027027027,-1.0,773.0,5,5,-228.0,1.037463976945245,4.812071277229109,0.5286056868790682,-2.25,1778.0,12,17,-167.0,0.9798270893371757,3.097831337407604,0.5286821705426357,-3.25,2973.0,27,31,-259.0,0.9438040345821325,2.0235826032151554,0.5049861495844875,-3.0,5167.0,59,57,-72.0,0.9798270893371757,5.29553264604811,0.4907389847651558,-1.0,11956.0,153,140,293.0,0.9769452449567722,12,8.0,0.75,199,8.0,0.75,199,8.0,0.75,199,8.0,0.75,199,7.25
LHPB,7790.25,1,2026-08-13 12:00:00,2026-08-13 13:00:00,2026-08-17 14:00:00,2026-08-17 14:54:16,7790.25,False,False,97.0,98.0,4.292101341281669,0.8958333333333334,25,25,0,5.294246382589594,0.7968992248062016,-1.5,758.0,2,6,-766.0,1.1721611721611722,2.650070852750053,0.7056,-1.0,1166.0,13,12,-771.0,1.1233211233211233,4.426790945074431,0.6967725143154607,-1.25,2263.0,21,32,-1512.0,1.0866910866910868,2.965385429817358,0.6698456736604821,-3.75,3693.0,40,71,-1959.0,1.1599511599511598,2.87981220657277,0.6018438490348603,-3.75,7104.0,110,143,-2121.0,1.028083028083028,28,3.5,0.25,279,7.25,0.25,623,9.75,0.25,1550,9.75,0.25,1550,9.5
LHPB,7771.25,1,2026-08-13 01:00:00,2026-08-13 02:00:00,2026-08-17 19:00:00,2026-08-17 19:30:14,7771.25,True,False,113.0,114.0,0.6110458284371328,0.4230769230769231,52,52,0,5.853147029910709,0.6728665207877462,-1.0,660.0,1,9,-316.0,2.04778156996587,3.716914541907147,0.6206666666666667,-1.0,1064.0,10,20,-362.0,1.6723549488054608,3.0629555552313255,0.6151685393258427,-2.0,1731.0,22,33,-574.0,1.5017064846416381,2.1600064519013116,0.5817430025445293,-1.5,2237.0,49,46,-514.0,1.1860068259385665,1.152145643693108,0.5709465159439852,-3.0,4375.0,102,118,-841.0,1.098976109215017,30,0.5,0.0,2,1.0,3.5,533,3.5,3.5,1186,3.5,3.5,1186,0.0
